Rank,Player,Age,Position,Team,G60,A60,PTS60,PlusMinus,PIM,PS,EV,PP,SH,GW,EVA,PPA,SHA,S60,Sper,AveTOI,BLKperGame,HITperGame,CF60,CA60,CFp,CFp rel,FF60,FA60,FFp,FFp rel,oiSHp,oiSVp,PDO,oZSp,dZSp,SAtt60,TK60,GV60,Thru
166,Ryan Suter,32,D,MIN,0.2445652174,0.8423913043,1.0869565217,34,36,9.3,4,4,1,1,22,8,1,4.4565217391,5.5,26.93,1.2804878049,0.8780487805,45.489130435,45.135869565,50.2,1.3,34.64673913,33.777173913,50.6,1.2,10.4,92.3,102.7,49.8,50.2,9.0217391304,1.1141304348,1.0326086957,49.4
169,Oliver Ekman-Larsson,25,D,ARI,0.3701799486,0.8329048843,1.2030848329,-25,48,5.6,4,8,0,1,16,11,0,4.4730077121,8.3,24.62,1.0759493671,1.417721519,40.627249357,48.956298201,45.4,0,30.724935733,37.94344473,44.7,0.1,8,91,99,42.7,57.3,10.179948586,0.5552699229,1.4807197943,43.9
170,Mark Giordano,33,D,CGY,0.3769633508,0.8481675393,1.2251308901,22,59,9.4,7,3,2,4,15,11,1,4.7434554974,7.9,23.58,2.2716049383,0.962962963,44.984293194,38.890052356,53.6,5,33.455497382,28.209424084,54.3,6.6,9.3,91.5,100.8,48.9,51.1,11.183246073,1.4136125654,1.3507853403,42.4
171,Cam Fowler,25,D,ANA,0.3319919517,0.8450704225,1.1770623742,7,20,8.3,5,5,1,3,17,10,1,5.6136820926,5.9,24.85,1.675,0.3625,42.162977867,42.615694165,49.7,0.2,31.810865191,31.931589537,49.9,-0.2,9.4,91.8,101.1,46.4,53.6,11.227364185,0.9054325956,2.0523138833,50
173,Alec Martinez,29,D,LAK,0.3042253521,1.014084507,1.3183098592,-17,24,6.8,6,2,1,3,17,13,0,4.8676056338,6.3,21.65,2.0365853659,1.6707317073,49.41971831,41.577464789,54.3,-0.7,37.656338028,30.253521127,55.5,1.5,7.3,88.1,95.4,54.8,45.2,11.256338028,0.1690140845,1.723943662,43.2
174,Shayne Gostisbehere,23,D,PHI,0.2820685024,1.2894560107,1.5715245131,-21,32,5.2,5,2,0,1,11,21,0,7.9785090665,3.5,19.59,1.2368421053,0.5657894737,50.248488919,43.357958361,53.7,3.4,37.474815312,32.679650772,53.4,2.4,6.4,90,96.4,68.8,31.2,17.327065144,0.725319006,2.8206850235,46
175,Matt Niskanen,30,D,WSH,0.1734104046,1.1791907514,1.3526011561,20,32,7.4,4,1,0,2,25,8,1,5.3410404624,3.2,22.18,1.1923076923,1.8846153846,45.468208092,39.606936416,53.4,3.3,33.641618497,30.416184971,52.5,2.5,9.1,92.7,101.7,49.4,50.6,11.791907514,1.2485549133,2.323699422,45.3
176,Brady Skjei,22,D,NYR,0.214745884,1.4602720115,1.6750178955,11,42,6.4,5,0,0,0,27,7,0,5.4545454545,3.9,17.46,0.8625,1.8375,48.317823908,47.158196135,50.6,3.9,36.59269864,35.175375805,51,3,10.8,91.3,102.1,58.8,41.2,9.8783106657,0.7301360057,2.1904080172,55.2
177,Brent Seabrook,31,D,CHI,0.1041064199,1.2492770388,1.3533834586,5,26,6,1,2,0,0,24,12,0,4.5459803355,2.3,21.89,1.8607594937,1.4050632911,47.993059572,47.403123193,50.3,-0.1,33.834586466,34.632735685,49.4,-1,9.3,92.5,101.8,55.2,44.8,10.34123771,0.8328513592,3.0537883169,44
181,Ryan Ellis,26,D,NSH,0.5643738977,0.7760141093,1.3403880071,17,29,8.7,11,4,1,3,13,7,2,4.9382716049,11.4,23.96,1.9295774648,0.9014084507,46.560846561,47.865961199,49.3,-1.7,34.42680776,35.731922399,49.1,-1.8,9.2,92.7,101.9,47.7,52.3,9.9118165785,1.3051146384,1.4462081129,49.8
182,Oscar Klefbom,23,D,EDM,0.3925845147,0.8505997819,1.2431842966,7,6,7.6,9,3,0,3,12,13,1,6.5757906216,6,22.37,1.7804878049,0.5243902439,46.39040349,45.376226827,50.6,0.6,35.757906216,33.009814613,52,1.3,9.6,90.9,100.5,50.7,49.3,13.020719738,0.9487459106,2.1919302072,50.5
183,Jared Spurgeon,27,D,MIN,0.328407225,0.9195402299,1.2479474548,33,20,8.9,9,1,0,2,23,4,1,4.7290640394,6.9,24.04,1.8421052632,0.6447368421,46.535303777,44.367816092,51.2,2.8,35.665024631,33.037766831,51.9,3.1,10.3,93,103.2,50,50,8.9326765189,0.7553366174,0.7224958949,52.9
185,Tyson Barrie,25,D,COL,0.2434782609,1.0782608696,1.3217391304,-34,18,4.4,6,1,0,2,22,9,0,6.3304347826,3.8,23.31,1.0135135135,0.4324324324,46.260869565,46.191304348,50,2.1,34.886956522,36.52173913,48.9,1.7,6.6,89.7,96.2,58.2,41.8,14.052173913,0.7652173913,1.7739130435,44.6
187,Justin Faulk,24,D,CAR,0.5875576037,0.6912442396,1.2788018433,-18,32,6.6,13,4,0,2,11,9,0,7.7764976959,7.6,23.15,1.12,1.56,50.668202765,45.898617512,52.5,2.3,37.949308756,35.391705069,51.7,2.6,6.7,90.3,97.1,55.7,44.3,15.380184332,1.831797235,1.5552995392,50.6
192,John Carlson,27,D,WSH,0.3302752294,1.0275229358,1.3577981651,7,10,6.5,6,3,0,3,14,13,1,6.6055045872,5,22.71,1.7638888889,0.8055555556,42.348623853,44.587155963,48.7,-4.8,31.19266055,33.651376147,48.1,-5,9.6,92,101.6,49.5,50.5,13.247706422,1.871559633,3.2293577982,49.9
197,Mike Green,31,D,DET,0.4952830189,0.7783018868,1.2735849057,-20,40,5.8,11,3,0,2,15,7,0,4.4221698113,11.2,23.56,1.2777777778,0.9305555556,42.983490566,46.202830189,48.2,-0.1,32.58254717,35.16509434,48.1,-0.2,7.4,90.7,98.1,51.9,48.1,10.047169811,0.8490566038,1.8396226415,44
198,T.J. Brodie,26,D,CGY,0.1861427094,0.9307135471,1.1168562565,-16,24,5.3,4,1,1,2,18,11,1,2.4198552223,7.7,23.59,1.4024390244,0.3658536585,39.834539814,39.865563599,50,-0.8,29.131334023,28.914167528,50.2,0.2,7.6,90.2,97.8,47.9,52.1,6.4529472596,1.7683557394,2.3578076525,37.5
199,Alex Goligoski,31,D,ARI,0.1881860951,0.9409304757,1.1291165708,-9,28,5.9,4,1,1,0,22,7,1,3.5128071093,5.4,23.33,1.743902439,1.6707317073,42.686879247,50.277051751,45.9,1.2,31.960271824,38.358599059,45.5,1.5,8.9,91.1,100.1,44.6,55.4,7.3706220596,0.4704652378,1.7877679038,47.7
200,Andrei Markov,38,D,MTL,0.2658788774,1.329394387,1.5952732644,18,16,7.5,5,1,0,1,18,11,1,4.3426883309,6.1,21.84,1.1774193548,0.6290322581,50.649926145,43.205317578,54,2.4,37.134416544,31.550960118,54.1,2.5,8.1,93.9,101.9,49.7,50.3,9.88183161,1.2407680945,3.0576070901,43.9
201,Nikita Zaitsev,25,D,TOR,0.1328903654,1.0631229236,1.196013289,-22,38,3.6,3,1,0,0,20,11,1,3.5215946844,3.8,22.02,1.6585365854,2.1463414634,49.667774086,50.797342193,49.4,-1.8,36.976744186,38.936877076,48.7,-1.9,8.2,90.2,98.4,44.8,55.2,10.066445183,1.096345515,1.926910299,35
208,Andrej Sekera,30,D,EDM,0.2792321117,0.942408377,1.2216404887,14,18,7.3,6,1,1,1,17,10,0,4.4677137871,6.3,21.49,2.075,0.6875,44.153577661,44.467713787,49.8,-0.4,31.762652705,29.982547993,51.4,0.5,8,93.3,101.3,50.9,49.1,11.134380454,1.3263525305,3.3158813264,40.1
209,Colton Parayko,23,D,STL,0.1397786838,1.0832847991,1.2230634828,7,32,6.7,0,4,0,2,24,6,1,6.5695981363,2.1,21.20,1.4444444444,0.987654321,43.855562027,42.49271986,50.8,1.2,32.533488643,31.415259173,50.9,0.9,9.3,91.3,100.7,49.6,50.4,13.278974956,1.3278974956,1.3628421666,49.5
216,Mathew Dumba,22,D,MIN,0.427184466,0.8932038835,1.3203883495,15,59,6.9,5,6,0,1,16,6,1,5.0873786408,8.4,20.33,0.9342105263,1.2631578947,45.514563107,48.038834951,48.7,-1.4,33.708737864,36.233009709,48.2,-2.7,10.9,91.9,102.8,52.9,47.1,11.339805825,0.6990291262,1.6699029126,44.9
217,Nick Holden,29,D,NYR,0.4002425713,0.8368708308,1.2371134021,13,35,6.8,8,3,0,2,21,1,1,3.0563978169,13.1,20.61,1.1,2.05,45.300181928,50.357792602,47.4,-1.2,34.420861128,37.768344451,47.7,-2.2,10.6,91.9,102.4,41.6,58.4,8.1867798666,0.8368708308,2.2195269861,37.3
219,Jaccob Slavin,22,D,CAR,0.1560874089,0.9053069719,1.0613943809,23,12,8.6,4,0,1,0,22,4,3,3.0905306972,5.1,23.44,1.9634146341,0.4268292683,47.107180021,42.081165453,52.8,2.5,34.401664932,31.186264308,52.5,3.2,9.3,91.7,101,47.4,52.6,7.2424557752,2.5910509886,1.6857440166,43.1
227,Jacob Trouba,22,D,WPG,0.3204272363,1.0013351135,1.3217623498,4,54,5.2,6,2,0,1,22,2,1,6.1682242991,5.2,24.97,1.9666666667,1.7833333333,44.259012016,44.81975968,49.7,0,34.005340454,33.524699599,50.4,0.5,9.4,91.5,100.8,47.8,52.2,12.937249666,1.4419225634,2.4833110814,47.7
228,Dmitry Orlov,25,D,WSH,0.2247191011,1.0112359551,1.2359550562,30,51,7.7,5,1,0,0,22,5,0,4.6816479401,4.8,19.54,1.1463414634,1.487804878,54.68164794,46.142322097,54.2,4.5,40.224719101,34.906367041,53.5,4,9.9,92.9,102.8,53.1,46.9,9.3258426966,1.2734082397,1.872659176,50.2
241,Damon Severson,22,D,NJD,0.1105651106,1.0319410319,1.1425061425,-31,58,3.4,3,0,0,1,15,13,0,4.6068796069,2.4,20.35,0.9,0.9875,45.810810811,45.810810811,50,4.3,35.196560197,36.007371007,49.4,3.1,5.6,91.4,97,54.6,45.4,10.171990172,0.8845208845,1.9164619165,44.9
